codigo_oc,fecha,mes,organismo,region,rubro,proveedor,monto
623-28-SE25,2025-01-17,1,SUBSECRETARIA DEL INTERIOR,Region Metropolitana de Santiago,Equipos y suministros de limpieza,FRESH DAY SERVICIOS INTEGRALES DE HIGIENE SPA,8955196
618923-13-SE25,2025-01-17,1,SUBSECRETARIA PARA LAS FUERZAS ARMADAS,Region Metropolitana de Santiago,"Tecnologías de la información, telecomunicaciones y radiodifusión",IMPORTACIONES Y SERVICIOS ADVANCED COMPUTING TECHNOLOGIES S.A.,2035723
2621-3-SE25,2025-01-17,1,SECRETARIA GENERAL DE GOBIERNO,Region Aysen del General Carlos IbaNez del Campo,"Servicios basados en ingeniería, ciencias sociales y tecnología de la información",GTD MANQUEHUE S.A.,2304951
1084148-6-SE25,2025-01-17,1,SERVICIO LOCAL DE EDUCACION DE CHINCHORRO,Region de Arica y Parinacota,"Servicios de Viajes, alimentación, alojamiento y entretenimiento",SEUYEN MAYLIN LAYI LORCA,1297328
928-5-SE25,2025-01-17,1,INSTITUTO NACIONAL DE DEPORTES DE CHILE,Region Metropolitana de Santiago,"Salud, servicios sanitarios y alimentación",LOPEZ Y ORELLANA LIMITADA,29248468
623-29-SE25,2025-01-17,1,SUBSECRETARIA DEL INTERIOR,Region Metropolitana de Santiago,Servicios de limpieza industrial,Promarco SpA,169452333
1575-15-SE25,2025-01-17,1,JUNTA NACIONAL DE JARDINES         INFANTILES,Region del Libertador General Bernardo OHiggins,"Instrumentos musicales, juegos, juguetes, artesanías y materiales educativos",EDITORIAL ARTIDIX LIMITADA,3655022
5520-272-SE25,2025-01-17,1,UNIVERSIDAD DE CHILE,Region Metropolitana de Santiago,"Equipos y suministros de defensa, orden público, protección y seguridad",MANUFACTURAS RAC LIMITADA,1210927
1059109-18-SE25,2025-01-17,1,INSTITUTO NACIONAL DE DEPORTES DE CHILE,Region del Nuble,"Instrumentos musicales, juegos, juguetes, artesanías y materiales educativos",GAMIFICARTE SPA,481000
1171234-3-SE25,2025-01-17,1,SERVICIO NACIONAL DEL PATRIMONIO CULTURAL,Region Metropolitana de Santiago,"Servicios de defensa nacional, orden público y seguridad",AYRES SECURITY & COMPANIA LIMITADA,51130142
1028897-55-SE25,2025-01-17,1,SERVICIO LOCAL DE EDUCACION COSTA ARAUCANIA,Region de la Araucania,"Artículos para estructuras, obras y construcciones",PACIFICO CABLE SPA,47813808
1407-11768-SE25,2025-01-17,1,DIRECCION GENERAL DE GENDARMERIA DE CHIL,Region de Tarapaca,Vehículos y equipamiento en general,TALLER DE MANTENIMIENTO AUTOMOTRIZ CARLOS ALEJANDRO JIMENEZ SANCHEZ E.I.R.L.,867600
5586-161-SE25,2025-01-17,1,UNIVERSIDAD DE LA FRONTERA,Region de la Araucania,"Servicios de Viajes, alimentación, alojamiento y entretenimiento",CLAUDIO ESTEBAN RIVAS LABRA,16082353
5520-258-SE25,2025-01-17,1,UNIVERSIDAD DE CHILE,Region Metropolitana de Santiago,"Equipos y suministros de defensa, orden público, protección y seguridad",MANUFACTURAS RAC LIMITADA,538440
508965-2-SE25,2025-01-17,1,FONDO DE SOLIDARIDAD E INVERSION SOCIAL,Region de Tarapaca,Servicios de limpieza industrial,"IBA SERVICIOS INTEGRALES,  GENERALES Y PROFESIONALES SPA",17980479
5647-11-SE25,2025-01-17,1,UNIVERSIDAD DE CHILE,Region Metropolitana de Santiago,Artículos eléctricos y de iluminación,CONSTRUCCIONES ARANCIBIA SPA,6211378
520149-8-SE25,2025-01-20,1,SUBSECRETARIA DE RELACIONES EXTERIORES,Region Metropolitana de Santiago,"Servicios de transporte, almacenaje y correo",COMERCIALIZADORA CYG LIMITADA,25210084
1111089-27-SE25,2025-01-20,1,Comisión Nacional de Investigación Científica y Tecnológicas - CONICYT,Region Metropolitana de Santiago,Servicios de construcción y mantenimiento,INGENIERIA Y SERVICIOS LIMITADA,2619000
585893-1-SE25,2025-01-20,1,INSTITUTO DE DESARROLLO AGROPECUARIO,Region de Tarapaca,"Servicios de transporte, almacenaje y correo",MANUEL JESUS PAUCAR LIRIO,2689076
623-54-SE25,2025-01-20,1,SUBSECRETARIA DEL INTERIOR,Region Metropolitana de Santiago,Servicios de construcción y mantenimiento,COMERCIAL A&R SPA,10991252
623-68-SE25,2025-01-20,1,SUBSECRETARIA DEL INTERIOR,Region Metropolitana de Santiago,"Servicios de defensa nacional, orden público y seguridad",SUAT SPA,66898805
748201-27-SE25,2025-01-20,1,CAJA DE PREVISION DE LA DEFENSA NACIONAL,Region Metropolitana de Santiago,"Salud, servicios sanitarios y alimentación",LABORATORIOS SAVAL S A,488200
872-3-SE25,2025-01-20,1,Comisión Chilena de Energía Nuclear,Region Metropolitana de Santiago,Servicios de construcción y mantenimiento,INGENIERIA JOAQUIN FORT MANZANO E.I.R.L.,23795100
678-1-SE25,2025-01-20,1,MINISTERIO DE BIENES NACIONALES,Region de la Araucania,"Servicios editoriales, de diseño, publicidad, gráficos y artistas",J MOSELLA  SPA,2058823
748201-22-SE25,2025-01-20,1,CAJA DE PREVISION DE LA DEFENSA NACIONAL,Region Metropolitana de Santiago,"Salud, servicios sanitarios y alimentación",OROQUIETA Y COMPANIA LIMITADA,4335000
759-8-SE25,2025-01-20,1,SUBSECRETARIA DEL MINISTERIO DE JUSTICIA,Region Metropolitana de Santiago,Servicios básicos y de información pública,GTD INTESIS S.A,15525342
542343-19-SE25,2025-01-20,1,UNIVERSIDAD DE CHILE,Region Metropolitana de Santiago,Servicios básicos y de información pública,CLARO CHILE S.A.,8899821
1028897-52-SE25,2025-01-20,1,SERVICIO LOCAL DE EDUCACION COSTA ARAUCANIA,Region de la Araucania,"Artículos para estructuras, obras y construcciones",PACIFICO CABLE SPA,32192732
683-1-SE25,2025-01-20,1,MINISTERIO DE BIENES NACIONALES,Region de Magallanes y de la Antartica,"Servicios editoriales, de diseño, publicidad, gráficos y artistas",J MOSELLA  SPA,1176471
1750-873-SE24,2025-01-20,1,DIRECCION NACIONAL DEL SERVICIO CIVIL,Region Metropolitana de Santiago,Servicios de construcción y mantenimiento,CONSTRUCTORA AQUIPAC LIMITADA,63025210
748201-26-SE25,2025-01-20,1,CAJA DE PREVISION DE LA DEFENSA NACIONAL,Region Metropolitana de Santiago,"Salud, servicios sanitarios y alimentación",LABORATORIOS SAVAL S A,3470560
5360-32-SE25,2025-01-20,1,UNIVERSIDAD DE TARAPACA,Region de Arica y Parinacota,"Productos derivados de minerales, plantas y animales",FERRETERIAS IBERIA LTDA,498966
1217466-1-SE25,2025-01-21,1,SERVICIO NACIONAL DEL PATRIMONIO CULTURAL,Region Metropolitana de Santiago,"Servicios de transporte, almacenaje y correo",TRANSPORTES ECONOMICOS SPA,2500000
5520-331-SE25,2025-01-21,1,UNIVERSIDAD DE CHILE,Region Metropolitana de Santiago,"Artículos para estructuras, obras y construcciones",JAIME LUIS BRAVO TAPIA,768317
1376-37-SE25,2025-01-21,1,DIRECCION GENERAL DE GENDARMERIA DE CHIL,Region de Atacama,"Alimentos, bebidas y tabaco",COMERCIALIZADORA  SAN NICOLAS  SPA,258000
1200026-1-SE25,2025-01-21,1,SUBSECRETARIA DE PREVENCION DEL DELITO,Region Metropolitana de Santiago,"Servicios profesionales, administrativos y consultorías de gestión empresarial","TIVIT CHILE TERCERIZACION DE PROCESOS, SERVICIOS Y TECNOLOGIA SPA",48655462
1953-97-SE25,2025-01-21,1,DIRECCION GENERAL DE GENDARMERIA DE CHIL,Region de Valparaiso,"Alimentos, bebidas y tabaco",EUGENIO ALONSO ORDENES SAAVEDRA,2149981
1798-4-SE25,2025-01-21,1,JUNTA NACIONAL DE AUXILIO ESCOLAR Y BECA,Region de Valparaiso,Servicios de limpieza industrial,MARIA CECILIA SANCHEZ HERRERA,1254000
603663-13-SE25,2025-01-21,1,INSTITUTO NACIONAL DE DERECHOS HUMANOS,Region Metropolitana de Santiago,"Tecnologías de la información, telecomunicaciones y radiodifusión",COMPUTACION GRAFICA APLICADA Y CIA LTDA,4527000
889473-125-SE25,2025-01-21,1,UNIVERSIDAD DE O'HIGGINS,Region del Libertador General Bernardo OHiggins,Equipamiento y suministros médicos,OFTOMED S.A.,13703912
1969-51-SE25,2025-01-21,1,DIRECCION GENERAL DE GENDARMERIA DE CHIL,Region del Biobio,"Alimentos, bebidas y tabaco",sociedad comercial las delicias limitada,3658248
5067-346-SE25,2025-01-21,1,UNIVERSIDAD DE SANTIAGO DE CHILE,Region Metropolitana de Santiago,Muebles y mobiliario,COMERCIAL Y DISTRIBUIDORA ORTOPEDIC SPA,3743640
889473-123-SE25,2025-01-21,1,UNIVERSIDAD DE O'HIGGINS,Region del Libertador General Bernardo OHiggins,Equipamiento y suministros médicos,VOLTEV MOTOR SPA,3123112
1750-41-SE25,2025-01-21,1,DIRECCION NACIONAL DEL SERVICIO CIVIL,Region Metropolitana de Santiago,"Servicios profesionales, administrativos y consultorías de gestión empresarial",CONSULTORIA E INVESTIGACION EN RRHH SPA,8309445
2609-3-SE25,2025-01-21,1,SUBSECRETARIA DEL MINISTERIO DE EDUCACION PUBLICA,Region de Atacama,Servicios de limpieza industrial,RICARDO ANTONIO VILLANUEVA VARGAS,12080000
1028897-37-SE25,2025-01-21,1,SERVICIO LOCAL DE EDUCACION COSTA ARAUCANIA,Region de la Araucania,"Servicios de transporte, almacenaje y correo",sociedad de servicios company torres spa,7697340
1606-17-SE25,2025-01-21,1,AGENCIA CHILENA DE COOPERACION INTERNACIONAL PARA EL DESARROLLO,Region Metropolitana de Santiago,"Servicios de transporte, almacenaje y correo",AGENCIA DE VIAJES MUNDO TOUR LTDA,3811866
5067-346-SE25,2025-01-21,1,UNIVERSIDAD DE SANTIAGO DE CHILE,Region Metropolitana de Santiago,Muebles y mobiliario,COMERCIAL Y DISTRIBUIDORA ORTOPEDIC SPA,3743640
5158-12-SE25,2025-01-21,1,UNIVERSIDAD DE LA SERENA,Region Metropolitana de Santiago,Servicios de construcción y mantenimiento,EDUARDO DAVID BITRAN PUPKIN,10650724
1028897-46-SE25,2025-01-21,1,SERVICIO LOCAL DE EDUCACION COSTA ARAUCANIA,Region de la Araucania,"Servicios de transporte, almacenaje y correo",sociedad de servicios company torres spa,4667493
1376-37-SE25,2025-01-21,1,DIRECCION GENERAL DE GENDARMERIA DE CHIL,Region de Atacama,"Alimentos, bebidas y tabaco",COMERCIALIZADORA  SAN NICOLAS  SPA,258000
889473-126-SE25,2025-01-21,1,UNIVERSIDAD DE O'HIGGINS,Region del Libertador General Bernardo OHiggins,Equipamiento y suministros médicos,ALTA TECNOLOGIA MEDICA S A,1507478
1217466-134-SE24,2025-01-22,1,SERVICIO NACIONAL DEL PATRIMONIO CULTURAL,Region Metropolitana de Santiago,"Muebles, accesorios, electrodomésticos y productos electrónicos",TOMAS LARRAIN S A,2189052
5413-58-SE25,2025-01-22,1,UNIVERSIDAD DE LOS LAGOS,Region de los Lagos,"Tecnologías de la información, telecomunicaciones y radiodifusión",Reqlut SPA,9075630
768-16-SE25,2025-01-22,1,GOBIERNO REGIONAL DE TARAPACA,Region de Tarapaca,"Servicios de Viajes, alimentación, alojamiento y entretenimiento",CRISTIAN ESTEBAN PERCIC BECERRA,340000
5520-356-SE25,2025-01-22,1,UNIVERSIDAD DE CHILE,Region Metropolitana de Santiago,"Equipos y suministros de defensa, orden público, protección y seguridad",MANUFACTURAS RAC LIMITADA,561162
1510-9-SE25,2025-01-22,1,DELEGACIÓN PRESIDENCIAL PROVINCIAL DE MALLECO,Region de la Araucania,Maquinaria para generación y distribución de energía,Genset Energy Solutions Ltda.,9391304
2012-2-SE25,2025-01-22,1,DELEGACIÓN PRESIDENCIAL PROVINCIAL DE PALENA,Region de los Lagos,Servicios de limpieza industrial,MANTENCION Y LIMPIEZA M&V SPA,8047618
1953-89-SE25,2025-01-22,1,DIRECCION GENERAL DE GENDARMERIA DE CHIL,Region de Valparaiso,"Alimentos, bebidas y tabaco",PATRICIA ELIZABETH URIBE GALLARDO,216176870
5178-377-SE25,2025-01-22,1,UNIVERSIDAD DE CHILE,Region Metropolitana de Santiago,Servicios de limpieza industrial,PROCESOS SANITARIOS S P A,3707580
5520-356-SE25,2025-01-22,1,UNIVERSIDAD DE CHILE,Region Metropolitana de Santiago,"Equipos y suministros de defensa, orden público, protección y seguridad",MANUFACTURAS RAC LIMITADA,561162
5067-360-SE25,2025-01-22,1,UNIVERSIDAD DE SANTIAGO DE CHILE,Region Metropolitana de Santiago,Equipamiento y suministros médicos,IMPORTADORA Y COMERCIALIZADORA SKILL TRAINING LIMITADA,8062000
608897-6119-SE25,2025-01-22,1,SUBSECRETARIA DEL MEDIO AMBIENTE,Region Metropolitana de Santiago,"Servicios profesionales, administrativos y consultorías de gestión empresarial",DITECSUR LIMITADA,2391804
1028871-18-SE25,2025-01-22,1,SERVICIO LOCAL DE EDUCACIÓN PÚBLICA DE HUASCO,Region de Atacama,Productos de papel,VBC GROUP SPA,3172700
1028871-12-SE25,2025-01-22,1,SERVICIO LOCAL DE EDUCACIÓN PÚBLICA DE HUASCO,Region de Atacama,Productos de papel,VBC GROUP SPA,13332956
5807-4-SE25,2025-01-22,1,UNIVERSIDAD DE CHILE,Region Metropolitana de Santiago,Servicios de construcción y mantenimiento,CONSTRUCTORA IDCO LIMITADA,75628625
872-16-SE25,2025-01-22,1,Comisión Chilena de Energía Nuclear,Region Metropolitana de Santiago,"Servicios financieros, pensiones y seguros",RENTA NACIONAL CIA DE SEGUROS GENERALES S A,14306046
853-10-SE25,2025-01-22,1,JUNTA NACIONAL DE JARDINES         INFANTILES,Region de los Lagos,Servicios de construcción y mantenimiento,SERVICIOS INTEGRALES VOLCANO SPA,3087707
1028871-18-SE25,2025-01-22,1,SERVICIO LOCAL DE EDUCACIÓN PÚBLICA DE HUASCO,Region de Atacama,"Equipos, accesorios y suministros de oficina",VBC GROUP SPA,3172700
1084156-43-SE25,2025-01-23,1,SERVICIO LOCAL DE EDUCACION PUBLICA ANDALIEN SUR,Region del Biobio,Equipos y suministros de limpieza,IMPORTADORA HEVIA SPA,27349547
711841-3-SE25,2025-01-23,1,SUBSECRETARIA DE SERVICIOS SOCIALES,Region Metropolitana de Santiago,"Instrumentos musicales, juegos, juguetes, artesanías y materiales educativos",AES GENER S A,1457904
5338-35-SE25,2025-01-23,1,UNIVERSIDAD DE MAGALLANES,Region de Magallanes y de la Antartica,Servicios de construcción y mantenimiento,CONTROL AGRO SPA,6676000
1084156-54-SE25,2025-01-23,1,SERVICIO LOCAL DE EDUCACION PUBLICA ANDALIEN SUR,Region del Biobio,Productos químicos industriales,IMPORTADORA HEVIA SPA,161337178
1153624-11-SE25,2025-01-23,1,SUBSECRETARIA DE RELACIONES ECONOMICAS INTERNACIONALES,Region Metropolitana de Santiago,"Tecnologías de la información, telecomunicaciones y radiodifusión",PROSOTIC SPA,13743341
5338-35-SE25,2025-01-23,1,UNIVERSIDAD DE MAGALLANES,Region de Magallanes y de la Antartica,Servicios de construcción y mantenimiento,CONTROL AGRO SPA,6676000
5538-32-SE25,2025-01-23,1,JUNTA NACIONAL DE JARDINES         INFANTILES,Region de Los Rios,Servicios de cuidado personal y domésticos,SUR VERDE SPA,397530
1403-34-SE25,2025-01-23,1,DIRECCION GENERAL DE GENDARMERIA DE CHIL,Region Aysen del General Carlos IbaNez del Campo,"Alimentos, bebidas y tabaco",VIVIANA VALDEBENITO ROMERO E.I.R.L.,977463
1084156-54-SE25,2025-01-23,1,SERVICIO LOCAL DE EDUCACION PUBLICA ANDALIEN SUR,Region del Biobio,Equipos y suministros de limpieza,IMPORTADORA HEVIA SPA,161337178
1953-132-SE25,2025-01-23,1,DIRECCION GENERAL DE GENDARMERIA DE CHIL,Region de Valparaiso,Maquinaria para minería y perforación,COMERCIAL NEUMAVAL LIMITADA,20746959
4728-45-SE25,2025-01-23,1,SUBSECRETARIA DE PESCA Y ACUICULTURA,Region de Valparaiso,"Servicios agrícolas, pesqueros, forestales y relacionados con la fauna",UNIVERSIDAD AUSTRAL DE CHILE,15028305
1084156-54-SE25,2025-01-23,1,SERVICIO LOCAL DE EDUCACION PUBLICA ANDALIEN SUR,Region del Biobio,Equipos y suministros de limpieza,IMPORTADORA HEVIA SPA,161337178
1618-17-SE25,2025-01-23,1,DIRECCION DE PRESUPUESTOS MINISTERIO DE,Region Metropolitana de Santiago,Servicios de limpieza industrial,Promarco SpA,829782
1250353-1-SE25,2025-01-23,1,DIRECCION GENERAL DE GENDARMERIA DE CHIL,Region Aysen del General Carlos IbaNez del Campo,Servicios de limpieza industrial,Paulina Julieta,420108
1953-132-SE25,2025-01-23,1,DIRECCION GENERAL DE GENDARMERIA DE CHIL,Region de Valparaiso,Maquinaria para minería y perforación,COMERCIAL NEUMAVAL LIMITADA,20746959
1968-112-SE25,2025-01-23,1,DIRECCION GENERAL DE GENDARMERIA DE CHIL,Region de la Araucania,"Servicios de transporte, almacenaje y correo",SERVICIOS Y AUTOMOVILES VINET LIMITADA,274000
1084156-54-SE25,2025-01-23,1,SERVICIO LOCAL DE EDUCACION PUBLICA ANDALIEN SUR,Region del Biobio,Equipos y suministros de limpieza,IMPORTADORA HEVIA SPA,161337178
1084156-43-SE25,2025-01-23,1,SERVICIO LOCAL DE EDUCACION PUBLICA ANDALIEN SUR,Region del Biobio,Equipos y suministros de limpieza,IMPORTADORA HEVIA SPA,27349547
1084156-54-SE25,2025-01-23,1,SERVICIO LOCAL DE EDUCACION PUBLICA ANDALIEN SUR,Region del Biobio,Productos químicos industriales,IMPORTADORA HEVIA SPA,161337178
1084156-43-SE25,2025-01-23,1,SERVICIO LOCAL DE EDUCACION PUBLICA ANDALIEN SUR,Region del Biobio,Productos químicos industriales,IMPORTADORA HEVIA SPA,27349547
1084156-54-SE25,2025-01-23,1,SERVICIO LOCAL DE EDUCACION PUBLICA ANDALIEN SUR,Region del Biobio,Equipos y suministros de limpieza,IMPORTADORA HEVIA SPA,161337178
1403-34-SE25,2025-01-23,1,DIRECCION GENERAL DE GENDARMERIA DE CHIL,Region Aysen del General Carlos IbaNez del Campo,"Alimentos, bebidas y tabaco",VIVIANA VALDEBENITO ROMERO E.I.R.L.,977463
1953-132-SE25,2025-01-23,1,DIRECCION GENERAL DE GENDARMERIA DE CHIL,Region de Valparaiso,Maquinaria para minería y perforación,COMERCIAL NEUMAVAL LIMITADA,20746959
1084156-43-SE25,2025-01-23,1,SERVICIO LOCAL DE EDUCACION PUBLICA ANDALIEN SUR,Region del Biobio,Productos químicos industriales,IMPORTADORA HEVIA SPA,27349547
1028871-24-SE25,2025-01-23,1,SERVICIO LOCAL DE EDUCACIÓN PÚBLICA DE HUASCO,Region de Atacama,Productos químicos industriales,IMPORTADORA HEVIA SPA,357740
1084156-43-SE25,2025-01-23,1,SERVICIO LOCAL DE EDUCACION PUBLICA ANDALIEN SUR,Region del Biobio,Productos químicos industriales,IMPORTADORA HEVIA SPA,27349547
901-34-SE25,2025-01-23,1,SERVICIO NACIONAL DE MENORES,Region Metropolitana de Santiago,"Equipos, accesorios y suministros de oficina",MARISOL FLORES RIVERA,571580
1084156-54-SE25,2025-01-23,1,SERVICIO LOCAL DE EDUCACION PUBLICA ANDALIEN SUR,Region del Biobio,Equipos y suministros de limpieza,IMPORTADORA HEVIA SPA,161337178
1028871-24-SE25,2025-01-23,1,SERVICIO LOCAL DE EDUCACIÓN PÚBLICA DE HUASCO,Region de Atacama,Productos de papel,IMPORTADORA HEVIA SPA,357740
853-12-SE25,2025-01-23,1,JUNTA NACIONAL DE JARDINES         INFANTILES,Region de los Lagos,Servicios de construcción y mantenimiento,ERREVE PELLET SPA,284800
1084156-54-SE25,2025-01-23,1,SERVICIO LOCAL DE EDUCACION PUBLICA ANDALIEN SUR,Region del Biobio,Artículos para plantas y animales,IMPORTADORA HEVIA SPA,161337178
5520-345-SE25,2025-01-24,1,UNIVERSIDAD DE CHILE,Region Metropolitana de Santiago,Servicios de construcción y mantenimiento,MORETO CLIMA LIMITADA,2735000
85-17-SE25,2025-01-24,1,JUNTA NACIONAL DE AUXILIO ESCOLAR Y BECA,Region Metropolitana de Santiago,"Organizaciones y consultorías políticas, demográficas, económicas, sociales y de administración pública",JMC ALIMENTOS LIMITADA,81410561
5520-388-SE25,2025-01-24,1,UNIVERSIDAD DE CHILE,Region Metropolitana de Santiago,Servicios de construcción y mantenimiento,MORETO CLIMA LIMITADA,2460000
1968-151-SE25,2025-01-24,1,DIRECCION GENERAL DE GENDARMERIA DE CHIL,Region de la Araucania,Servicios de construcción y mantenimiento,SOCIEDAD COMERCIAL SANITYPLAGAS SPA,972166
608897-6141-SE25,2025-01-24,1,SUBSECRETARIA DEL MEDIO AMBIENTE,Region Metropolitana de Santiago,"Servicios profesionales, administrativos y consultorías de gestión empresarial",DITECSUR LIMITADA,3304153
2705-137-SE25,2025-01-24,1,UNIVERSIDAD DEL BIO BIO,Region del Nuble,"Servicios de transporte, almacenaje y correo",TRANSPORTES MERINO SPA,570150
85-15-SE25,2025-01-24,1,JUNTA NACIONAL DE AUXILIO ESCOLAR Y BECA,Region Metropolitana de Santiago,"Organizaciones y consultorías políticas, demográficas, económicas, sociales y de administración pública",DISTRIBUIDORA DE ALIMENTOS SOCIEDAD ANONIMA,139908192
5360-39-SE25,2025-01-24,1,UNIVERSIDAD DE TARAPACA,Region de Arica y Parinacota,Artículos de fabricación y producción,FERRETERIAS IBERIA LTDA,388956
5520-416-SE25,2025-01-24,1,UNIVERSIDAD DE CHILE,Region Metropolitana de Santiago,Servicios de limpieza industrial,FERMAQ PROYECTOS Y OBRAS LIMITADA,1244601
1084156-60-SE25,2025-01-24,1,SERVICIO LOCAL DE EDUCACION PUBLICA ANDALIEN SUR,Region del Biobio,"Servicios profesionales, administrativos y consultorías de gestión empresarial",MAURICIO JAVIER PINCHEIRA SANHUEZA,8877064
5520-345-SE25,2025-01-24,1,UNIVERSIDAD DE CHILE,Region Metropolitana de Santiago,Servicios de construcción y mantenimiento,MORETO CLIMA LIMITADA,2735000
608897-6145-SE25,2025-01-24,1,SUBSECRETARIA DEL MEDIO AMBIENTE,Region Metropolitana de Santiago,"Servicios profesionales, administrativos y consultorías de gestión empresarial",DITECSUR LIMITADA,1116028
608897-6139-SE25,2025-01-24,1,SUBSECRETARIA DEL MEDIO AMBIENTE,Region Metropolitana de Santiago,"Servicios profesionales, administrativos y consultorías de gestión empresarial",DITECSUR LIMITADA,781986
4991-1-SE25,2025-01-24,1,UNIVERSIDAD DE VALPARAISO,Region de Valparaiso,Servicios de limpieza industrial,SOCIEDAD DE SERVICIOS INDUSTRIALES Y MANTENCIONES VARIAS SPA,66255240
3553-797-SE24,2025-01-24,1,MINISTERIO DE BIENES NACIONALES,Region Metropolitana de Santiago,Servicios de cuidado personal y domésticos,EDENRED CHILE SOCIEDAD ANONIMA,48265760
1028897-68-SE25,2025-01-24,1,SERVICIO LOCAL DE EDUCACION COSTA ARAUCANIA,Region de la Araucania,"Combustibles, lubricantes y anticorrosivos",SOC COMERCIAL NUEVA TOLTEN LIMITADA,599735
